Timestamp,Solar_Power_kW,Wind_Power_kW,Grid_Power_kW,Battery_SoC_%,SC_Charge_kW_x,Hydrogen_Production_kg/h,Load_Demand_kW,Power_Supplied_kW,Power_Loss_kW,Battery_Charge_kW,Battery_Discharge_kW,SC_Charge_kW_y,SC_Discharge_kW,hour,Electricity_Price_USDperkWh,Grid_Status,SC_Energy_kWh_raw,Optimization_Level,day_name,month_name,Combined_Renewable_kW,Power_Deficit_kW,Load_Demand_Rate_of_Change,Solar_Power_Rate_of_Change,Wind_Power_Rate_of_Change
2024-04-01 10:00:00,1.0292247147901223,8.848377672784089,5.50420400274924,63.90869320618848,0.3467270422606638,0.8274988733182781,70.18467259386512,68.9322578601163,1.2524147337488216,17.682911535937688,21.586970328171628,1.7848802712620515,3.8127276225216575,10,0.3,1,0.1421828516215852,High Efficiency,Monday,April,9.87760238757421,60.3070702062909,27.524727243224604,34.37440417501215,10.72862087294153
2024-04-01 11:00:00,48.49549260809972,39.50672031986588,5.9397980518303175,43.010618323494256,3.91910562943909,3.5330206449710886,70.89110367830953,66.86157446564232,4.029529212667214,17.671351232148716,15.987998023461998,3.474550442867572,6.65159329508438,11,0.2,1,0.0892321374179717,Moderate Efficiency,Monday,April,88.00221292796559,-17.111109249656053,0.7064310844444179,47.46626789330959,30.65834264708179
2024-04-01 12:00:00,41.622132040021086,37.76237358746453,18.596561800166164,44.5421279617713,6.971636921379805,2.676738840308284,78.94736779273309,77.54899851000087,1.3983692827322187,21.20981135783017,25.376304363126327,3.4617153004254035,1.4256728628315,12,0.2,1,0.1231661780445368,High Efficiency,Monday,April,79.38450562748562,-0.43713783475253365,8.056264114423556,6.873360568078631,1.7443467324013469
2024-04-01 13:00:00,10.616955533913808,1.577072454740236,7.088680566763927,48.23668027618852,1.9343534295648257,3.1766167335416053,55.09347655122519,54.135869940974445,0.9576066102507426,10.43359877671101,11.55406090955216,3.120193797782271,1.2057636297740175,13,0.2,1,0.155073347511341,High Efficiency,Monday,April,12.194027988654044,42.899448562571145,23.853891241507903,31.005176506107276,36.18530113272429
2024-04-01 14:00:00,9.091248360355031,28.22300690062754,12.986310234128258,69.70339592396881,6.415044812562517,0.9824348347810558,52.74784398638685,50.2265266824217,2.521317303965155,11.375410837434837,23.679819015826247,6.658949683863497,2.8328013473079903,14,0.2,1,0.2188424864539328,Moderate Efficiency,Monday,April,37.31425526098257,15.433588725404277,2.34563256483834,1.5257071735587768,26.645934445887303
2024-04-01 15:00:00,9.17022549267169,37.00993269662664,11.166434039010598,46.72399725350154,2.5982813794029944,1.0587293102620976,67.67378027232402,63.345555090460365,4.328225181863658,17.188562353795135,15.98955391731324,4.612347722454393,6.076757702038633,15,0.2,1,0.1944356534608621,Moderate Efficiency,Monday,April,46.18015818929833,21.49362208302569,14.925936285937176,0.07897713231665904,8.786925795999103
2024-04-01 16:00:00,15.212112147976883,7.223013805093341,10.21014989388264,78.61592404722244,8.860861088135163,0.2074866275495318,36.623532817096326,35.416784297908826,1.2067485191874994,14.93584439832788,11.742909981927758,4.470970317378779,0.9613078490463152,16,0.2,1,0.2529300279330699,High Efficiency,Monday,April,22.435125953070227,14.1884068640261,31.050247455227698,6.041886655305193,29.7869188915333
2024-04-01 17:00:00,26.237821581611893,22.717809222105178,18.49750018530909,52.36219084590957,8.956899442666165,1.6103376759786483,57.34577568965621,56.95309447569221,0.3926812139639963,21.571236662976368,12.580570829728392,0.9922752711864932,0.0,17,0.3,1,0.2694679491195114,High Efficiency,Monday,April,48.95563080371707,8.390144885939137,20.72224287255988,11.02570943363501,15.494795417011836
2024-04-01 18:00:00,21.597250932105787,36.61953190352168,5.327350951632343,25.468256024796688,2.9728720428132647,2.798723306668375,57.31238000654255,55.53035632729422,1.7820236792483255,15.459879622393943,13.3982634590284,6.2708360604184525,3.0976822831820026,18,0.3,1,0.3223538454067856,High Efficiency,Monday,April,58.21678283562747,-0.9044028290849226,0.03339568311366037,4.640570649506106,13.901722681416505
2024-04-01 19:00:00,14.561457009902096,1.3578391434319537,14.956845292633837,82.70078739872858,2.2999375396324053,4.289674569986644,34.47365614051936,30.73539701769447,3.738259122824889,12.938481493323543,17.120829732009582,2.521483210293055,5.103481599821841,19,0.3,1,0.2793205389146391,Moderate Efficiency,Monday,April,15.919296153334049,18.55435998718531,22.838723866023187,7.035793922203691,35.26169276008973
2024-04-01 20:00:00,30.592644736118974,27.8968106898736,19.450916513203257,42.86066596741648,4.113039720662313,3.3346372372934034,50.89920427534568,48.14575155187171,2.75345272347397,27.32824384460777,17.6141774401775,5.119865260532657,6.400523499477659,20,0.3,1,0.2579762349322224,Moderate Efficiency,Monday,April,58.489455425992574,-7.590251150646893,16.42554813482632,16.031187726216878,26.538971546441648
2024-04-01 21:00:00,6.974693032602092,11.89396029490203,13.402522751927629,54.62135036794101,2.405315851801487,2.176981616998757,72.6642399283601,68.58027308048837,4.083966847871736,18.871118497567323,12.131499980307105,5.554753875916384,3.073677275829202,21,0.1,1,0.2993275116003421,Moderate Efficiency,Monday,April,18.86865332750412,53.795586600855984,21.765035653014422,23.61795170351688,16.00285039497157
2024-04-01 22:00:00,14.607232426760907,36.975847815061215,19.052336930496377,74.83551065775212,6.723838432917036,4.765600571970689,72.80768109973302,68.00972036168685,4.797960738046172,20.33764102343962,14.878227038695083,7.7213171916773025,3.177146785767995,22,0.1,1,0.3750636850321639,Moderate Efficiency,Monday,April,51.583080241822124,21.224600857910893,0.14344117137291335,7.632539394158815,25.081887520159185
2024-04-01 23:00:00,18.318092164684582,38.84232980661472,5.783868189290357,46.59649257189696,8.260646845482855,3.59622600287916,34.96188324598405,30.99857086222596,3.963312383758087,12.876259068932717,25.71135179305932,2.382359201761776,6.307801468511494,23,0.1,1,0.3096396472530019,Moderate Efficiency,Monday,April,57.1604219712993,-22.198538725315252,37.84579785374897,3.710859737923675,1.8664819915535062
2024-04-02 00:00:00,22.8034992108518,37.77065956453736,11.28189978611242,24.52685249173725,6.73092130911217,4.6508260143127504,34.53604413739154,31.517028743172776,3.0190153942187656,17.278086377374088,23.63771585050356,0.0,0.2605166006091588,0,0.1,1,0.305297703909516,Moderate Efficiency,Tuesday,April,60.574158775389165,-26.038114637997623,0.4258391085925055,4.485407046167218,1.07167024207736
2024-04-02 01:00:00,39.25879806965068,18.96856866629855,8.902366864430768,49.91368376102509,8.243504472493495,2.637939866360828,43.13477385009677,40.66806590983486,2.466707940261905,20.55461294854933,17.18161834837016,5.36769908950739,3.2229584496339814,1,0.1,1,0.3410433812407394,Moderate Efficiency,Tuesday,April,58.22736673594923,-15.092592885852461,8.598729712705229,16.45529885879888,18.80209089823881
2024-04-02 02:00:00,9.983689107917987,34.481706039572536,15.962314474710949,95.55588661554428,3.969921622074741,1.294521373965698,73.73830312769968,73.53795769595834,0.20034543174134,14.245032112888486,15.190017390841,8.601022363021707,4.380847779850115,2,0.1,1,0.4113796242935993,High Efficiency,Tuesday,April,44.465395147490526,29.272907980209155,30.60352927760291,29.27510896173269,15.513137373273985
2024-04-02 03:00:00,25.71172192068058,33.78197594140281,19.7194563574587,71.33875178388465,1.5631697070886086,0.2641334318236099,36.44512925367495,31.52351935960474,4.921609894070208,21.87849009172836,15.600156633591306,7.477892705878874,4.898437442570069,3,0.1,1,0.454370545348746,Low Efficiency,Tuesday,April,59.493697862083394,-23.048568608408445,37.29317387402473,15.728032812762594,0.6997300981697236
2024-04-02 04:00:00,29.620728443102124,12.764018929730224,8.847950936663718,73.71833189337656,7.379509473975921,3.6304242574192527,65.99984013137231,64.0824345184971,1.9174056128752144,16.996806550405974,18.06758986365208,5.419318830549251,2.980386613618234,4,0.1,1,0.4950194156309296,High Efficiency,Tuesday,April,42.38474737283235,23.61509275853996,29.55471087769736,3.9090065224215422,21.01795701167259
2024-04-02 05:00:00,2.3225206359998865,33.1566189660271,14.812619022111116,70.58257229101119,3.604745051415539,0.6065149900276706,35.05828098065516,34.29713991107083,0.7611410695843333,18.54153125103361,9.886037174007972,4.0167276287359055,4.068882023411683,5,0.1,1,0.4941501757196667,High Efficiency,Tuesday,April,35.47913960202698,-0.4208586213718206,30.941559150717147,27.298207807102237,20.392600036296873
2024-04-02 06:00:00,30.37724259507192,1.4803053886197048,7.971464491396102,35.919371116754945,6.712708252291325,1.513875641359836,61.15689268739127,57.82334841040899,3.3335442769822805,16.991466938853016,13.713117312883274,6.614245193274621,0.0,6,0.1,1,0.604387595607577,Moderate Efficiency,Tuesday,April,31.857547983691624,29.299344703699646,26.098611706736108,28.054721959072033,31.67631357740739
2024-04-02 07:00:00,8.526206184364577,23.85079513928212,13.479953818574147,53.46670912818241,2.7064394198176567,2.662354539419487,47.80336495595724,46.381923510479936,1.4214414454772992,29.261390922544688,6.657079630612053,3.0529076005910625,2.683503175332304,7,0.3,1,0.6105443360285564,High Efficiency,Tuesday,April,32.377001323646695,15.426363632310547,13.353527731434028,21.851036410707344,22.370489750662415
2024-04-02 08:00:00,3.252579649263976,9.20035349150812,11.958987300325042,80.07518386906546,0.8122963480667267,2.8220829388987383,69.44569814829336,66.51680679363812,2.928891354655235,19.93251387631033,16.996115613026397,5.952715538712439,4.907017425108935,8,0.3,1,0.6279726379219481,High Efficiency,Tuesday,April,12.452933140772096,56.992765007521264,21.642333192336118,5.273626535100601,14.650441647774
2024-04-02 09:00:00,47.44427686266666,4.822675431091152,19.580079944473056,28.10983180425273,9.925817954877632,3.0029159849356803,41.68452244126818,38.75068290204522,2.9338395392229586,14.711445355220498,18.235979698513702,6.010940318333254,2.035411931490641,9,0.3,1,0.694231444369325,Moderate Efficiency,Tuesday,April,52.26695229375781,-10.582429852489632,27.76117570702518,44.19169721340268,4.377678060416967
2024-04-02 10:00:00,48.28160165372797,3.0781280651683662,14.127909090446998,42.22822208717698,1.5620150793059928,0.8312766517485032,61.960091469498,59.73144236498365,2.2286491045143464,24.112724560515943,12.58406768850313,7.12041981499776,4.117968443179195,10,0.3,1,0.7442723005663011,High Efficiency,Tuesday,April,51.35972971889633,10.600361750601671,20.275569028229825,0.837324791061306,1.7445473659227861
2024-04-02 11:00:00,40.419867405823055,27.85155103512559,10.242595581302282,42.10552867726829,9.884209939634813,1.898687024108244,41.78412672879425,37.60353365106904,4.180593077725213,13.895781750144888,22.869933816450164,10.0,4.893745001605396,11,0.2,1,0.8293765505395445,Moderate Efficiency,Tuesday,April,68.27141844094865,-26.487291712154402,20.175964740703755,7.861734247904913,24.773422969957224
2024-04-02 12:00:00,15.230688458668537,13.594998550722648,6.711436773319001,54.56151420756048,9.772799325664472,3.0859711355848334,65.68301415560768,64.35817884783046,1.3248353077772208,21.044317975023777,8.871171684988294,5.784831934357534,3.31490159828447,12,0.2,1,0.8705420561407623,High Efficiency,Tuesday,April,28.825687009391185,36.85732714621649,23.89888742681343,25.189178947154517,14.25655248440294
2024-04-02 13:00:00,4.883605700319194,28.99067086115046,7.268702431024018,98.4294992753748,7.938181039080396,4.849094323168924,73.68390172803744,71.44073876994877,2.243162958088675,10.201649380601122,7.678125598950899,3.9820727485850025,4.340927541993142,13,0.2,1,0.8645611429172934,High Efficiency,Tuesday,April,33.87427656146966,39.809625166567784,8.000887572429761,10.347082758349343,15.39567231042781
2024-04-02 14:00:00,34.211651325607846,2.614253631957695,8.379753949268526,25.400203734705755,6.594229620819975,3.6381556884984434,36.340089956338005,33.65162931338315,2.6884606429548583,13.359069755507846,16.12225909279986,4.948851375616012,2.074534869430776,14,0.2,1,0.9124664180203806,Moderate Efficiency,Tuesday,April,36.82590495756554,-0.48581500122753596,37.343811771699436,29.328045625288652,26.376417229192764
2024-04-02 15:00:00,22.007624686980066,12.611613513224412,8.76449992010447,61.4960795504476,5.778070502510847,4.613018785469789,73.32978442977517,70.01166082593868,3.318123603836497,20.984306179345616,20.23549151306077,1.4618481902217637,3.5867774406079067,15,0.2,1,0.8770509305139449,High Efficiency,Tuesday,April,34.61923820020448,38.710546229570696,36.98969447343717,12.20402663862778,9.997359881266718
2024-04-02 16:00:00,6.101911742238942,21.57965169501349,17.759240867617066,34.349174560976834,8.661015453778347,3.811060291570885,59.6787627207149,55.75890346818695,3.919859252527949,23.692332899977053,23.419638457289345,3.610573737821884,5.220432339178445,16,0.2,1,0.8502199538246689,Moderate Efficiency,Tuesday,April,27.68156343725243,31.99719928346247,13.651021709060274,15.905712944741124,8.968038181789076
2024-04-02 17:00:00,24.75884550556351,31.628926593558543,13.418341824237874,97.65412363277952,2.894395216194879,2.958584844462002,36.3555245433512,34.38148812895992,1.9740364143912783,20.85684140594985,12.7055786856553,4.181435123773792,4.3139459219368685,17,0.3,1,0.8480114405219509,Moderate Efficiency,Tuesday,April,56.38777209912205,-20.03224755577085,23.3232381773637,18.656933763324567,10.049274898545054
2024-04-02 18:00:00,1.7194260557609198,12.750100117282797,12.850863670615496,29.064280378197136,4.67681212484877,0.9601168456817228,51.3770927679856,48.14685804750262,3.230234720482983,19.4217585880588,20.39340416715648,3.951823204130815,2.826937460872129,18,0.3,1,0.866759536242929,Moderate Efficiency,Tuesday,April,14.469526173043716,36.90756659494188,15.0215682246344,23.03941944980259,18.878826476275748
2024-04-02 19:00:00,45.4660201039391,25.03565505748036,6.721533078038262,52.288080188927296,6.193899693665019,3.3334282594625653,38.04301467425489,37.28995990891229,0.753054765342597,18.494481522053555,14.807457652496463,5.304709744067444,4.448432808581586,19,0.3,1,0.8810308185010266,High Efficiency,Tuesday,April,70.50167516141946,-32.458660487164565,13.33407809373071,43.74659404817818,12.285554940197562
2024-04-02 20:00:00,12.938999080000846,35.43910992944748,17.902095400241524,79.03079878676849,4.111904758694911,3.116897829799536,65.01739444332847,60.35415394061608,4.663240502712391,12.607390048162864,14.136863500295902,3.355160135235599,5.429219581273236,20,0.3,1,0.846463161067066,Moderate Efficiency,Tuesday,April,48.37810900944833,16.63928543388014,26.97437976907358,32.527021023938254,10.403454871967124
2024-04-02 21:00:00,33.1261142176991,24.63452752729218,15.842214548127256,76.36435424219562,4.27486454090268,3.012345852286332,67.94340672089749,66.02811268879246,1.915294032105024,16.400778958026457,19.41829968743336,7.242061334648943,0.0,21,0.1,1,0.967164183311215,High Efficiency,Tuesday,April,57.760641744991275,10.18276497590621,2.926012277569015,20.18711513769825,10.804582402155301
2024-04-02 22:00:00,15.585553804470548,9.318378990145352,6.015025428500024,53.81829095151458,3.3028466750208443,2.448929339941204,35.289826013639946,31.642218903757755,3.647607109882191,17.696806145201062,18.2616143920671,5.000414129836394,6.318148129911796,22,0.1,1,0.945201949976625,Moderate Efficiency,Tuesday,April,24.903932794615898,10.385893219024048,32.65358070725754,17.540560413228548,15.31614853714683
2024-04-02 23:00:00,26.00340105889054,0.9760312622615208,15.61752645844653,47.721933436217455,5.64231816684536,2.643283019946378,55.30699263473222,55.20528722532133,0.10170540941089,25.285611131094576,7.118039215078753,4.981399357722771,3.327490522637856,23,0.1,1,0.9727670972280402,High Efficiency,Tuesday,April,26.97943232115206,28.327560313580157,20.017166621092272,10.417847254419991,8.34234772788383
2024-04-03 00:00:00,27.335513967163983,34.803954956037195,13.15307326013969,51.80899028422965,8.50574528015116,1.6722126355905202,70.73125280129585,69.70531708677181,1.0259357145240386,21.71809144784231,22.38270174862948,4.344210566974164,4.85097986648046,0,0.1,1,0.9643209422362686,High Efficiency,Wednesday,April,62.13946892320118,8.591783878094674,15.424260166563634,1.3321129082734444,33.82792369377567
2024-04-03 01:00:00,9.242722776276352,0.8507764340154855,6.225880186201674,41.142101052691146,2.0152837800631285,2.596563463211516,76.80815207754983,74.37273935593194,2.435412721617894,11.18479922318633,21.900456770737257,5.310381367717958,6.394493847290455,1,0.1,1,0.9462524009100604,High Efficiency,Wednesday,April,10.093499210291839,66.714652867258,6.076899276253982,18.09279119088763,33.95317852202171
2024-04-03 02:00:00,48.47923138822793,34.98806690736798,11.874509622929846,36.42663509654398,9.344330387534416,0.9877795283923912,55.675893337088496,51.28463099842676,4.391262338661733,21.620419846973974,11.872186492452354,6.650196529335269,1.256652605539068,2,0.1,1,1.036144799639997,Moderate Efficiency,Wednesday,April,83.46729829559591,-27.791404958507414,21.13225874046134,39.23650861195158,34.13729047335249
2024-04-03 03:00:00,38.75664116805573,21.15748536108848,12.270444306950704,58.6431758047112,6.890876537482296,4.025871986801884,77.51396118057036,74.87768543081698,2.6362757497533806,18.074588597918417,16.979017667187044,3.2657395685782,2.581117995144907,3,0.1,1,1.0475551591972183,High Efficiency,Wednesday,April,59.91412652914421,17.59983465142615,21.838067843481866,9.7225902201722,13.8305815462795
2024-04-03 04:00:00,46.97494707820945,37.56270794051585,7.486618102449136,41.482700485408586,8.232732126800302,0.928884773493539,56.78444852280149,52.135096111332096,4.649352411469394,16.615389998470206,17.470150931413695,3.683767021849487,3.4229026082485903,4,0.1,1,1.0519028994239,Moderate Efficiency,Wednesday,April,84.5376550187253,-27.753206495923813,20.729512657768872,8.218305910153724,16.40522257942737
2024-04-03 05:00:00,44.74136752138244,31.95132943094661,19.185472205004235,42.99693319178001,5.561906926300116,0.4248314494473321,49.709524729995394,47.29054024708141,2.4189844829139844,23.05838144420434,16.303368829119535,4.392547942446671,2.432492957751143,5,0.1,1,1.084570482502159,Moderate Efficiency,Wednesday,April,76.69269695232906,-26.983172222333664,7.074923792806096,2.23357955682701,5.611378509569239
2024-04-03 06:00:00,29.894998940554256,39.9173644213335,17.74963057220993,72.54048507796456,7.795167014240635,2.181230131785787,72.41015642764478,69.95791094396503,2.4522454836797465,25.15499761247976,12.2484742307729,2.30825815305357,7.469873151673617,6,0.1,1,0.9985435658584916,High Efficiency,Wednesday,April,69.81236336188776,2.597793065757017,22.700631697649385,14.846368580828187,7.966034990386891
2024-04-03 07:00:00,46.09371175115584,14.028472618068406,15.035335059936624,97.48298653599136,0.1620039733946721,3.2915371975303094,54.64913552290445,54.05040158040179,0.5987339425026619,24.656400595581,11.641883160309742,3.361484280557004,2.2864558123464143,7,0.3,1,1.0164607069953346,High Efficiency,Wednesday,April,60.12218436922424,-5.4730488463197915,17.761020904740327,16.19871281060158,25.888891803265096
2024-04-03 08:00:00,4.424625102595975,30.68753155724508,11.934433415009108,68.29097604475001,8.183804247795353,2.188584124667707,53.59512552822615,49.58184430746505,4.013281220761101,15.803912383886807,14.872229645042774,4.047558252910682,2.8889064410262666,8,0.3,1,1.0357715705267416,Moderate Efficiency,Wednesday,April,35.112156659841055,18.482968868385093,1.054009994678303,41.66908664855986,16.659058939176674
2024-04-03 09:00:00,9.79914312095726,16.077236544369686,11.176483123767628,26.158357365197304,0.4013885908536652,1.383770659756543,54.51562447049142,53.2807974081561,1.234827062335313,18.453938120743928,20.86364509629682,6.748778361425455,4.408778063205953,9,0.3,1,1.0747715754970666,High Efficiency,Wednesday,April,25.876379665326944,28.639244805164473,0.9204989422652687,5.374518018361284,14.610295012875394
2024-04-03 10:00:00,2.261364445526904,19.195024812156355,14.764602007264312,26.04668910832536,8.899133763628624,2.790855919452204,72.33925009348727,67.84118764662568,4.4980624468615815,21.65631715701782,17.71800077297216,5.52512265800385,1.5957009478478223,10,0.3,1,1.1402619373330003,Moderate Efficiency,Wednesday,April,21.45638925768326,50.88286083580401,17.82362562299585,7.537778675430355,3.1177882677866684
2024-04-03 11:00:00,16.266516538163216,25.100218528734803,13.18147804110358,96.11385766764528,9.919627472386432,1.7350116770609998,71.5970770844026,67.04295598275061,4.554121101651987,24.8777256356118,13.14692833956947,5.387179822735089,3.2086385764874725,11,0.2,1,1.176570958103794,Moderate Efficiency,Wednesday,April,41.366735066898016,30.230342017504583,0.7421730090846665,14.005152092636312,5.905193716578449
2024-04-03 12:00:00,19.4338644844741,34.94708456745355,5.934096588228284,43.78326322458669,2.940674621767778,4.664338450633165,50.175999622010565,45.45944906263982,4.716550559370745,17.60412881077355,18.85849355324172,6.701795924335944,4.634906522500351,12,0.2,1,1.2110191148010538,Moderate Efficiency,Wednesday,April,54.38094905192765,-4.204949429917086,21.421077462392034,3.1673479463108833,9.846866038718748
2024-04-03 13:00:00,13.567451588694796,39.36333876797181,12.687539731554976,27.365358886598035,2.103185562857937,4.61322569801786,46.664992993526255,44.0638405480108,2.601152445515453,19.07170511668092,0.7572868968496227,4.725256423201206,3.3342791912349776,13,0.2,1,1.2342020686671578,Moderate Efficiency,Wednesday,April,52.930790356666606,-6.265797363140351,3.51100662848431,5.866412895779304,4.41625420051826
2024-04-03 14:00:00,41.436875457596464,30.73093655458073,17.096054258492593,67.92356697203053,7.653633638580407,2.511859099860477,54.59640120195647,51.21093227803824,3.385468923918225,14.46832512996986,20.74382850186052,5.780929699857779,3.813226282200104,14,0.2,1,1.266997125628119,Moderate Efficiency,Wednesday,April,72.1678120121772,-17.571410810220726,7.931408208430213,27.86942386890167,8.632402213391082
2024-04-03 15:00:00,17.837666334679465,16.71067128669335,11.88859816395437,69.89190226322128,2.530263409202532,1.6394199700912926,58.63862548685545,54.74604608654714,3.892579400308314,14.018966879596649,6.301431106109503,4.793556494135007,2.9413357751032585,15,0.2,1,1.2978674709453148,Moderate Efficiency,Wednesday,April,34.548337621372816,24.090287865482637,4.042224284898985,23.599209122917,14.020265267887378
2024-04-03 16:00:00,14.046725484369038,16.854280091082806,5.7793486633140265,71.88038560949505,8.655623831722036,3.685662069783195,41.91686053139985,41.26178743814752,0.6550730932523265,24.062629111970992,13.18779529298434,5.530724698799257,0.971059381638466,16,0.2,1,1.3738618928979949,High Efficiency,Wednesday,April,30.901005575451844,11.015854955948004,16.721764955455605,3.7909408503104274,0.143608804389455
2024-04-03 17:00:00,27.134804157912424,29.50329206355566,16.794172990760497,41.3921622286033,1.028425921574767,0.1835647174153332,69.69775423577954,66.69296826079206,3.004785974987485,26.781200142854114,9.40165052686928,3.834482684776836,4.643186422678477,17,0.3,1,1.3603834972663007,High Efficiency,Wednesday,April,56.63809622146808,13.05965801431146,27.780893704379693,13.088078673543386,12.649011972472852
2024-04-03 18:00:00,7.046211248738132,9.551085830732092,8.020456732039616,21.208854737158003,1.2595519637935826,2.373845030218256,54.32413828662114,54.152648780104585,0.1714895065165578,19.63994939209833,8.526592621395471,0.1223656834471418,7.509866143294483,18,0.3,1,1.2372584896021783,High Efficiency,Wednesday,April,16.597297079470223,37.72684120715092,15.373615949158399,20.08859290917429,19.952206232823567
2024-04-03 19:00:00,40.109849037701984,4.418964525255786,8.879312523320582,97.20122955635776,9.791515551006157,1.6816169713516675,46.70227742099798,44.21444700405435,2.4878304169436305,25.01766448946012,20.8041339368926,4.731441675627392,4.0368032615668765,19,0.3,1,1.2488357965031869,Moderate Efficiency,Wednesday,April,44.52881356295777,2.1734638580402077,7.621860865623162,33.06363778896385,5.132121305476305
2024-04-03 20:00:00,3.727532183988541,14.18488630563106,7.470595301484439,40.0714436552882,6.738388982700046,4.602679425512774,35.34104964819953,34.56683624009839,0.77421340810114,21.80818012523817,12.661493993440544,7.84549627219988,4.450528234495099,20,0.3,1,1.3054185971316,High Efficiency,Wednesday,April,17.9124184896196,17.42863115857993,11.36122777279845,36.38231685371344,9.765921780375274
2024-04-03 21:00:00,49.34434683002586,11.48955966616327,9.953225973072463,74.08210304420379,8.468872244289528,0.0600151363634127,41.94225802018035,41.02764339036992,0.9146146298104229,16.77440122697438,16.73251940865358,6.852430804483185,5.385445510233719,21,0.1,1,1.3298683520357577,High Efficiency,Wednesday,April,60.83390649618913,-18.891648476008783,6.6012083719808174,45.61681464603732,2.6953266394677904
